GID_0,NAME_0,NAME_1,farm_sz,nm_slc0,farm_sz2,variable,value
MWI,Kasungu,Kasungu,N5_10,Malawi,5-10 HA,Percent,-52.62491670866382
MWI,Likoma,Likoma,N5_10,Malawi,5-10 HA,Percent,-79.64254270409091
MWI,Lilongwe,Lilongwe,N5_10,Malawi,5-10 HA,Percent,-88.44064012518038
MWI,Machinga,Machinga,N5_10,Malawi,5-10 HA,Percent,101.5134453353552
MWI,Mangochi,Mangochi,N5_10,Malawi,5-10 HA,Percent,-66.08997683232045
MWI,Mchinji,Mchinji,N5_10,Malawi,5-10 HA,Percent,-89.65604885366729
MWI,Mulanje,Mulanje,N5_10,Malawi,5-10 HA,Percent,-88.11750682856798
MWI,Mwanza,Mwanza,N5_10,Malawi,5-10 HA,Percent,NA
MWI,Mzimba,Mzimba,N5_10,Malawi,5-10 HA,Percent,-87.73990528312417
MWI,Neno,Neno,N5_10,Malawi,5-10 HA,Percent,-89.80703322761741
MWI,Nkhata Bay,Nkhata Bay,N5_10,Malawi,5-10 HA,Percent,-53.76855546997975
MWI,Nkhotakota,Nkhotakota,N5_10,Malawi,5-10 HA,Percent,-88.62675635844106
MWI,Nsanje,Nsanje,N5_10,Malawi,5-10 HA,Percent,-88.8541499089608
MWI,Ntcheu,Ntcheu,N5_10,Malawi,5-10 HA,Percent,-88.49632242617717
MWI,Ntchisi,Ntchisi,N5_10,Malawi,5-10 HA,Percent,-89.00488924151583
MWI,Phalombe,Phalombe,N5_10,Malawi,5-10 HA,Percent,-44.94697686928767
MWI,Rumphi,Rumphi,N5_10,Malawi,5-10 HA,Percent,-35.82199583952389
MWI,Salima,Salima,N5_10,Malawi,5-10 HA,Percent,-89.68708104957359
MWI,Thyolo,Thyolo,N5_10,Malawi,5-10 HA,Percent,-89.115525264007
MWI,Zomba,Zomba,N5_10,Malawi,5-10 HA,Percent,-88.5624358131069
NAM,!Karas,!Karas,N5_10,Namibia,5-10 HA,Percent,NA
NAM,Erongo,Erongo,N5_10,Namibia,5-10 HA,Percent,-50.10227682001204
NAM,Hardap,Hardap,N5_10,Namibia,5-10 HA,Percent,-100
NAM,Kavango,Kavango,N5_10,Namibia,5-10 HA,Percent,-37.89454437465004
NAM,Khomas,Khomas,N5_10,Namibia,5-10 HA,Percent,-100
NAM,Kunene,Kunene,N5_10,Namibia,5-10 HA,Percent,-28.32086789917334
NAM,Ohangwena,Ohangwena,N5_10,Namibia,5-10 HA,Percent,-33.688914721983885
NAM,Omaheke,Omaheke,N5_10,Namibia,5-10 HA,Percent,-70.01010130791809
NAM,Omusati,Omusati,N5_10,Namibia,5-10 HA,Percent,-25.43576513273214
NAM,Oshana,Oshana,N5_10,Namibia,5-10 HA,Percent,-39.656790440147226
NAM,Oshikoto,Oshikoto,N5_10,Namibia,5-10 HA,Percent,-33.15353803882608
NAM,Otjozondjupa,Otjozondjupa,N5_10,Namibia,5-10 HA,Percent,-14.497544933479478
NAM,Zambezi,Zambezi,N5_10,Namibia,5-10 HA,Percent,-22.533954717671755
NER,Agadez,Agadez,N5_10,Niger,5-10 HA,Percent,-22.94748282626287
NER,Diffa,Diffa,N5_10,Niger,5-10 HA,Percent,24.81171146553383
NER,Dosso,Dosso,N5_10,Niger,5-10 HA,Percent,23.77216047850554
NER,Maradi,Maradi,N5_10,Niger,5-10 HA,Percent,136.63491805339208
NER,Niamey,Niamey,N5_10,Niger,5-10 HA,Percent,15.15186145630675
NER,Tahoua,Tahoua,N5_10,Niger,5-10 HA,Percent,81.87793236134551
NER,Tillabéry,Tillabéry,N5_10,Niger,5-10 HA,Percent,41.25731880456217
NER,Zinder,Zinder,N5_10,Niger,5-10 HA,Percent,159.60486406916036
NGA,North Central,North Central,N5_10,Nigeria,5-10 HA,Percent,12.81470683803926
NGA,North East,North East,N5_10,Nigeria,5-10 HA,Percent,22.589087008721073
NGA,North West,North West,N5_10,Nigeria,5-10 HA,Percent,-12.86034045100393
NGA,South East,South East,N5_10,Nigeria,5-10 HA,Percent,-93.07039000097743
NGA,South South,South South,N5_10,Nigeria,5-10 HA,Percent,-39.11735040501764
NGA,South West,South West,N5_10,Nigeria,5-10 HA,Percent,13.782651110092093
RWA,Butare,Butare,N5_10,Rwanda,5-10 HA,Percent,-10.66879694358971
RWA,Byumba,Byumba,N5_10,Rwanda,5-10 HA,Percent,-3.9081963846080203
RWA,City Of Kigali,City Of Kigali,N5_10,Rwanda,5-10 HA,Percent,-13.54928357620418
RWA,Cyangugu,Cyangugu,N5_10,Rwanda,5-10 HA,Percent,-16.986419339738433
RWA,Gikongoro,Gikongoro,N5_10,Rwanda,5-10 HA,Percent,-3.1669832332449217
RWA,Gisenyi,Gisenyi,N5_10,Rwanda,5-10 HA,Percent,-13.13917285435824
RWA,Gitarama,Gitarama,N5_10,Rwanda,5-10 HA,Percent,-14.31242966259401
RWA,Kibungo,Kibungo,N5_10,Rwanda,5-10 HA,Percent,-12.067947306140228
RWA,Kibuye,Kibuye,N5_10,Rwanda,5-10 HA,Percent,-7.613572171966078
RWA,Kigali Ngali,Kigali Ngali,N5_10,Rwanda,5-10 HA,Percent,-13.958614619897405
RWA,Ruhengeri,Ruhengeri,N5_10,Rwanda,5-10 HA,Percent,-12.441186810196085
RWA,Umutara,Umutara,N5_10,Rwanda,5-10 HA,Percent,-7.937245909472961
SDN,Sudan,Sudan,N5_10,Sudan,5-10 HA,Percent,16.63021898338992
SEN,Dakar,Dakar,N5_10,Senegal,5-10 HA,Percent,0.5439194355542061
SEN,Diourbel,Diourbel,N5_10,Senegal,5-10 HA,Percent,35.601199816217616
SEN,Fatick,Fatick,N5_10,Senegal,5-10 HA,Percent,19.569551929184353
SEN,Kaffrine,Kaffrine,N5_10,Senegal,5-10 HA,Percent,56.59141906933646
SEN,Kaolack,Kaolack,N5_10,Senegal,5-10 HA,Percent,28.94761340725135
SEN,Kédougou,Kédougou,N5_10,Senegal,5-10 HA,Percent,8.75583861848588
SEN,Kolda,Kolda,N5_10,Senegal,5-10 HA,Percent,41.852168535389374
SEN,Louga,Louga,N5_10,Senegal,5-10 HA,Percent,15.875495903773496
SEN,Matam,Matam,N5_10,Senegal,5-10 HA,Percent,-9.536591025334378
SEN,Saint-Louis,Saint-Louis,N5_10,Senegal,5-10 HA,Percent,9.962807371211078
SEN,Sédhiou,Sédhiou,N5_10,Senegal,5-10 HA,Percent,23.68878797580363
SEN,Tambacounda,Tambacounda,N5_10,Senegal,5-10 HA,Percent,7.446369955842264
SEN,Thiès,Thiès,N5_10,Senegal,5-10 HA,Percent,23.202690077865626
SEN,Ziguinchor,Ziguinchor,N5_10,Senegal,5-10 HA,Percent,11.964635576137185
SLE,Eastern,Eastern,N5_10,Sierra Leone,5-10 HA,Percent,1.024640258459174
SLE,Northern,Northern,N5_10,Sierra Leone,5-10 HA,Percent,-3.0207555506340613
SLE,Southern,Southern,N5_10,Sierra Leone,5-10 HA,Percent,1.5589120531160536
SLE,Western,Western,N5_10,Sierra Leone,5-10 HA,Percent,NA
SOM,Somalia,Somalia,N5_10,Somalia,5-10 HA,Percent,12.450727396908231
SSD,Central Equatoria,Central Equatoria,N5_10,South Sudan,5-10 HA,Percent,27.05223631174136
SSD,Eastern Equatoria,Eastern Equatoria,N5_10,South Sudan,5-10 HA,Percent,27.05223631174135
SSD,Jonglei,Jonglei,N5_10,South Sudan,5-10 HA,Percent,27.052236311741368
SSD,Lakes,Lakes,N5_10,South Sudan,5-10 HA,Percent,NA
SSD,Northern Bahr Al Ghazal,Northern Bahr Al Ghazal,N5_10,South Sudan,5-10 HA,Percent,NA
SSD,Unity,Unity,N5_10,South Sudan,5-10 HA,Percent,27.052236311741368
SSD,Upper Nile,Upper Nile,N5_10,South Sudan,5-10 HA,Percent,NA
SSD,Warap,Warap,N5_10,South Sudan,5-10 HA,Percent,NA
SSD,Western Bahr Al Ghazal,Western Bahr Al Ghazal,N5_10,South Sudan,5-10 HA,Percent,NA
SSD,Western Equatoria,Western Equatoria,N5_10,South Sudan,5-10 HA,Percent,27.052236311741368
SWZ,Swaziland,Swaziland,N5_10,Swaziland,5-10 HA,Percent,-0.5915314227689327
TCD,Chad,Chad,N5_10,Chad,5-10 HA,Percent,29.293243630273167
TGO,Centre,Centre,N5_10,Togo,5-10 HA,Percent,-0.3320886309422562
TGO,Kara,Kara,N5_10,Togo,5-10 HA,Percent,0.502276991907074
TGO,Maritime,Maritime,N5_10,Togo,5-10 HA,Percent,-4.7225239671088275
TGO,Plateaux,Plateaux,N5_10,Togo,5-10 HA,Percent,3.230026406916444
TGO,Savanes,Savanes,N5_10,Togo,5-10 HA,Percent,2.6164753617406067
TUN,Tunisia,Tunisia,N5_10,Tunisia,5-10 HA,Percent,-13.561836116087905
TZA,Central,Central,N5_10,Tanzania,5-10 HA,Percent,-6.260642093269954
TZA,Eastern,Eastern,N5_10,Tanzania,5-10 HA,Percent,-6.686574618585378
TZA,Lakes,Lakes,N5_10,Tanzania,5-10 HA,Percent,-20.25868294998176
TZA,Northern,Northern,N5_10,Tanzania,5-10 HA,Percent,-8.790386514649365
TZA,Southern,Southern,N5_10,Tanzania,5-10 HA,Percent,-8.093881974512541
TZA,Southern Highlands,Southern Highlands,N5_10,Tanzania,5-10 HA,Percent,-16.389222494700455
TZA,Western,Western,N5_10,Tanzania,5-10 HA,Percent,6.046704476504326
TZA,Zanzibar,Zanzibar,N5_10,Tanzania,5-10 HA,Percent,NA
UGA,Central,Central,N5_10,Uganda,5-10 HA,Percent,40.84135687796815
UGA,Eastern,Eastern,N5_10,Uganda,5-10 HA,Percent,12.446845030392307
UGA,Lake Victoria,Lake Victoria,N5_10,Uganda,5-10 HA,Percent,28.891512262416256
UGA,Mayuge,Mayuge,N5_10,Uganda,5-10 HA,Percent,31.963986439057805
UGA,North,North,N5_10,Uganda,5-10 HA,Percent,-25.65708066049424
UGA,Western,Western,N5_10,Uganda,5-10 HA,Percent,11.609016399629791
ZAF,South Africa,South Africa,N5_10,South Africa,5-10 HA,Percent,-52.112511671482494
ZMB,Central,Central,N5_10,Zambia,5-10 HA,Percent,70.04836804827255
ZMB,Copperbelt,Copperbelt,N5_10,Zambia,5-10 HA,Percent,20.2373947910983
ZMB,Eastern,Eastern,N5_10,Zambia,5-10 HA,Percent,47.47149829344805
ZMB,Luapula,Luapula,N5_10,Zambia,5-10 HA,Percent,2.6350626612776185
ZMB,Lusaka,Lusaka,N5_10,Zambia,5-10 HA,Percent,32.028596767599744
ZMB,Muchinga,Muchinga,N5_10,Zambia,5-10 HA,Percent,42.818864795328146
ZMB,North-Western,North-Western,N5_10,Zambia,5-10 HA,Percent,23.906476432334166
ZMB,Northern,Northern,N5_10,Zambia,5-10 HA,Percent,59.4176283136969
ZMB,Southern,Southern,N5_10,Zambia,5-10 HA,Percent,65.60922065347616
ZMB,Western,Western,N5_10,Zambia,5-10 HA,Percent,31.37705759610439
ZWE,Zimbabwe,Zimbabwe,N5_10,Zimbabwe,5-10 HA,Percent,-8.591727224952301
AGO,Angola,Angola,N10_20,Angola,10-20 HA,Percent,8.240780140667225
BDI,Bubanza,Bubanza,N10_20,Burundi,10-20 HA,Percent,-26.855890857970234
BDI,Bujumbura Mairie,Bujumbura Mairie,N10_20,Burundi,10-20 HA,Percent,-5.733802973266096
BDI,Bujumbura Rural,Bujumbura Rural,N10_20,Burundi,10-20 HA,Percent,-37.02416621653334
BDI,Bururi,Bururi,N10_20,Burundi,10-20 HA,Percent,-33.58809702164366
BDI,Cankuzo,Cankuzo,N10_20,Burundi,10-20 HA,Percent,-31.523247129522584
BDI,Cibitoke,Cibitoke,N10_20,Burundi,10-20 HA,Percent,-34.15282408776504
BDI,Gitega,Gitega,N10_20,Burundi,10-20 HA,Percent,-27.13084467321868
BDI,Karuzi,Karuzi,N10_20,Burundi,10-20 HA,Percent,-32.47059696594982
BDI,Kayanza,Kayanza,N10_20,Burundi,10-20 HA,Percent,-29.735379446463266
BDI,Kirundo,Kirundo,N10_20,Burundi,10-20 HA,Percent,-30.67046246734966
BDI,Makamba,Makamba,N10_20,Burundi,10-20 HA,Percent,-34.78134850691709
BDI,Muramvya,Muramvya,N10_20,Burundi,10-20 HA,Percent,-31.127642540919975
BDI,Muyinga,Muyinga,N10_20,Burundi,10-20 HA,Percent,-35.97023017478569
BDI,Mwaro,Mwaro,N10_20,Burundi,10-20 HA,Percent,-26.23122547167629
BDI,Ngozi,Ngozi,N10_20,Burundi,10-20 HA,Percent,-32.79297498579153
BDI,Rutana,Rutana,N10_20,Burundi,10-20 HA,Percent,-24.66992967083643
BDI,Ruyigi,Ruyigi,N10_20,Burundi,10-20 HA,Percent,-35.35441488909557
BEN,Alibori,Alibori,N10_20,Benin,10-20 HA,Percent,-11.888146324714022
BEN,Atakora,Atakora,N10_20,Benin,10-20 HA,Percent,-44.76414696827244
BEN,Atlantique,Atlantique,N10_20,Benin,10-20 HA,Percent,-30.237671687693044
BEN,Borgou,Borgou,N10_20,Benin,10-20 HA,Percent,-38.62898191371211
BEN,Collines,Collines,N10_20,Benin,10-20 HA,Percent,-16.984968269234642
BEN,Donga,Donga,N10_20,Benin,10-20 HA,Percent,-34.49370644026309
BEN,Kouffo,Kouffo,N10_20,Benin,10-20 HA,Percent,-17.391421758614094
BEN,Littoral,Littoral,N10_20,Benin,10-20 HA,Percent,NA
BEN,Mono,Mono,N10_20,Benin,10-20 HA,Percent,-16.168185334114984
BEN,Ouémé,Ouémé,N10_20,Benin,10-20 HA,Percent,-32.62329268902872
BEN,Plateau,Plateau,N10_20,Benin,10-20 HA,Percent,-11.425416678066581
BEN,Zou,Zou,N10_20,Benin,10-20 HA,Percent,-31.673768154592153
BFA,Boucle Du Mouhoun,Boucle Du Mouhoun,N10_20,Burkina Faso,10-20 HA,Percent,-25.453016566542715
BFA,Cascades,Cascades,N10_20,Burkina Faso,10-20 HA,Percent,11.093043398491885
BFA,Centre,Centre,N10_20,Burkina Faso,10-20 HA,Percent,-24.55464537903117
BFA,Centre-Est,Centre-Est,N10_20,Burkina Faso,10-20 HA,Percent,-18.758371691627907
BFA,Centre-Nord,Centre-Nord,N10_20,Burkina Faso,10-20 HA,Percent,-26.533234964957487
BFA,Centre-Ouest,Centre-Ouest,N10_20,Burkina Faso,10-20 HA,Percent,-22.733286405353628
BFA,Centre-Sud,Centre-Sud,N10_20,Burkina Faso,10-20 HA,Percent,94.760769361138955
BFA,Est,Est,N10_20,Burkina Faso,10-20 HA,Percent,-21.62823771150287
BFA,Haut-Bassins,Haut-Bassins,N10_20,Burkina Faso,10-20 HA,Percent,-11.798040822852393
BFA,Nord,Nord,N10_20,Burkina Faso,10-20 HA,Percent,-28.86345569392159
BFA,Plateau-Central,Plateau-Central,N10_20,Burkina Faso,10-20 HA,Percent,-15.95495637783537
BFA,Sahel,Sahel,N10_20,Burkina Faso,10-20 HA,Percent,-20.60469337445982
BFA,Sud-Ouest,Sud-Ouest,N10_20,Burkina Faso,10-20 HA,Percent,-27.185859884358237
BWA,Botswana,Botswana,N10_20,Botswana,10-20 HA,Percent,-48.119703470206524
CAF,Central African Republic,Central African Republic,N10_20,Central African Republic,10-20 HA,Percent,2.3738445498155714
CIV,Centre,Centre,N10_20,Côte d'Ivoire,10-20 HA,Percent,0.9372468280759738
CIV,Centre-Est,Centre-Est,N10_20,Côte d'Ivoire,10-20 HA,Percent,5.349165188090091
CIV,Centre-Nord,Centre-Nord,N10_20,Côte d'Ivoire,10-20 HA,Percent,1.349915148190234
CIV,Centre-Ouest,Centre-Ouest,N10_20,Côte d'Ivoire,10-20 HA,Percent,-1.3302821490800096
CIV,Nord,Nord,N10_20,Côte d'Ivoire,10-20 HA,Percent,1.7628643233505774
CIV,Nord-Est,Nord-Est,N10_20,Côte d'Ivoire,10-20 HA,Percent,6.0013805959998
CIV,Nord-Ouest,Nord-Ouest,N10_20,Côte d'Ivoire,10-20 HA,Percent,2.5624116217396726
CIV,Ouest,Ouest,N10_20,Côte d'Ivoire,10-20 HA,Percent,-0.39177436205942173
CIV,Sud,Sud,N10_20,Côte d'Ivoire,10-20 HA,Percent,3.132806169456785
CIV,Sud-Ouest,Sud-Ouest,N10_20,Côte d'Ivoire,10-20 HA,Percent,2.7793225954970633
CIV,Ville D'abidjan,Ville D'abidjan,N10_20,Côte d'Ivoire,10-20 HA,Percent,1.400134549855789
CMR,Adamaoua,Adamaoua,N10_20,Cameroon,10-20 HA,Percent,-2.0930045384500406
CMR,Centre,Centre,N10_20,Cameroon,10-20 HA,Percent,3.112400444763654
CMR,Douala,Douala,N10_20,Cameroon,10-20 HA,Percent,-1.8241195494403177
CMR,Est,Est,N10_20,Cameroon,10-20 HA,Percent,-0.1805201713843907
CMR,Extrme-Nord,Extrme-Nord,N10_20,Cameroon,10-20 HA,Percent,0.3093484296078953
CMR,Littoral,Littoral,N10_20,Cameroon,10-20 HA,Percent,-2.480416334786142
CMR,Nord,Nord,N10_20,Cameroon,10-20 HA,Percent,4.78749536549103
CMR,Nord-Ouest,Nord-Ouest,N10_20,Cameroon,10-20 HA,Percent,-7.979565852848845
CMR,Ouest,Ouest,N10_20,Cameroon,10-20 HA,Percent,0.11070169983491333
CMR,Sud,Sud,N10_20,Cameroon,10-20 HA,Percent,0.35676909194421524
CMR,Sud-Ouest,Sud-Ouest,N10_20,Cameroon,10-20 HA,Percent,3.326068368334539
CMR,Yaoundé,Yaoundé,N10_20,Cameroon,10-20 HA,Percent,15.988998497704168
COD,Democratic Republic of the Congo,Democratic Republic of the Congo,N10_20,Democratic Republic of the Congo,10-20 HA,Percent,47.0671674089977
COG,Republic of Congo,Republic of Congo,N10_20,Republic of Congo,10-20 HA,Percent,25.63223699898827
DJI,Djibouti,Djibouti,N10_20,Djibouti,10-20 HA,Percent,NA
DZA,Adrar,Adrar,N10_20,Algeria,10-20 HA,Percent,13.32558339586738
DZA,Aïn Defla,Aïn Defla,N10_20,Algeria,10-20 HA,Percent,-20.72780248212658
DZA,Aïn Témouchent,Aïn Témouchent,N10_20,Algeria,10-20 HA,Percent,-26.87973851751962
DZA,Alger,Alger,N10_20,Algeria,10-20 HA,Percent,-15.619093388672429
DZA,Annaba,Annaba,N10_20,Algeria,10-20 HA,Percent,-22.513348836170017
DZA,Batna,Batna,N10_20,Algeria,10-20 HA,Percent,-18.27803361803976
DZA,Béchar,Béchar,N10_20,Algeria,10-20 HA,Percent,11.555432827001649
DZA,Béjaïa,Béjaïa,N10_20,Algeria,10-20 HA,Percent,1.107687410467819
DZA,Biskra,Biskra,N10_20,Algeria,10-20 HA,Percent,-9.053533983528645
DZA,Blida,Blida,N10_20,Algeria,10-20 HA,Percent,-12.752184550678411
DZA,Bordj Bou Arréridj,Bordj Bou Arréridj,N10_20,Algeria,10-20 HA,Percent,-16.723874158243405
DZA,Bouira,Bouira,N10_20,Algeria,10-20 HA,Percent,-7.391244666801983
DZA,Boumerdès,Boumerdès,N10_20,Algeria,10-20 HA,Percent,-0.00557663557013895
DZA,Chlef,Chlef,N10_20,Algeria,10-20 HA,Percent,-20.336448106649346
DZA,Constantine,Constantine,N10_20,Algeria,10-20 HA,Percent,-28.767124860597388
DZA,Djelfa,Djelfa,N10_20,Algeria,10-20 HA,Percent,-31.57857876658437
DZA,El Bayadh,El Bayadh,N10_20,Algeria,10-20 HA,Percent,-23.384457726168502
DZA,El Oued,El Oued,N10_20,Algeria,10-20 HA,Percent,7.433370550757316
DZA,El Tarf,El Tarf,N10_20,Algeria,10-20 HA,Percent,-11.155769094976312
DZA,Ghardaïa,Ghardaïa,N10_20,Algeria,10-20 HA,Percent,19.127897643772688
DZA,Guelma,Guelma,N10_20,Algeria,10-20 HA,Percent,-19.151649815781536
DZA,Illizi,Illizi,N10_20,Algeria,10-20 HA,Percent,28.446586137581143
DZA,Jijel,Jijel,N10_20,Algeria,10-20 HA,Percent,3.35520636141763
DZA,Khenchela,Khenchela,N10_20,Algeria,10-20 HA,Percent,-24.113810606198943
DZA,Laghouat,Laghouat,N10_20,Algeria,10-20 HA,Percent,-26.263828471112955
DZA,M'sila,M'sila,N10_20,Algeria,10-20 HA,Percent,-25.243755805807627
DZA,Mascara,Mascara,N10_20,Algeria,10-20 HA,Percent,-17.700639199723792
DZA,Médéa,Médéa,N10_20,Algeria,10-20 HA,Percent,-16.178800860577677
DZA,Mila,Mila,N10_20,Algeria,10-20 HA,Percent,-14.469999517174722
DZA,Mostaganem,Mostaganem,N10_20,Algeria,10-20 HA,Percent,-9.942801756298017
DZA,Naâma,Naâma,N10_20,Algeria,10-20 HA,Percent,-1.7717875382735566
DZA,Oran,Oran,N10_20,Algeria,10-20 HA,Percent,-14.452211127972447
DZA,Ouargla,Ouargla,N10_20,Algeria,10-20 HA,Percent,14.397817315144268
DZA,Oum El Bouaghi,Oum El Bouaghi,N10_20,Algeria,10-20 HA,Percent,-30.98759671588066
DZA,Relizane,Relizane,N10_20,Algeria,10-20 HA,Percent,-22.504027700544146
DZA,Saïda,Saïda,N10_20,Algeria,10-20 HA,Percent,-23.139899970757323
DZA,Sétif,Sétif,N10_20,Algeria,10-20 HA,Percent,-12.716762762161284
DZA,Sidi Bel Abbès,Sidi Bel Abbès,N10_20,Algeria,10-20 HA,Percent,-28.3785063362945
DZA,Skikda,Skikda,N10_20,Algeria,10-20 HA,Percent,-12.403156107583655
DZA,Souk Ahras,Souk Ahras,N10_20,Algeria,10-20 HA,Percent,-25.66098553708212
DZA,Tamanghasset,Tamanghasset,N10_20,Algeria,10-20 HA,Percent,7.665578964326844
DZA,Tébessa,Tébessa,N10_20,Algeria,10-20 HA,Percent,-30.968632193466643
DZA,Tiaret,Tiaret,N10_20,Algeria,10-20 HA,Percent,-36.745469372324756
DZA,Tindouf,Tindouf,N10_20,Algeria,10-20 HA,Percent,37.20903829354672
DZA,Tipaza,Tipaza,N10_20,Algeria,10-20 HA,Percent,-13.810344158395239
DZA,Tissemsilt,Tissemsilt,N10_20,Algeria,10-20 HA,Percent,-21.95627393029731
DZA,Tizi Ouzou,Tizi Ouzou,N10_20,Algeria,10-20 HA,Percent,4.610459903771791
DZA,Tlemcen,Tlemcen,N10_20,Algeria,10-20 HA,Percent,-15.015403618988318
EGY,Egypt,Egypt,N10_20,Egypt,10-20 HA,Percent,-23.969833574150552
ERI,Eritrea,Eritrea,N10_20,Eritrea,10-20 HA,Percent,9.250290531463952
ESH,Western Sahara,Western Sahara,N10_20,Western Sahara,10-20 HA,Percent,NA
ETH,Addis Abeba,Addis Abeba,N10_20,Ethiopia,10-20 HA,Percent,-50.40441751059473
ETH,Afar,Afar,N10_20,Ethiopia,10-20 HA,Percent,NA
ETH,Amhara,Amhara,N10_20,Ethiopia,10-20 HA,Percent,-48.36578625089384
ETH,Benshangul-Gumaz,Benshangul-Gumaz,N10_20,Ethiopia,10-20 HA,Percent,-65.78204085393682
ETH,Dire Dawa,Dire Dawa,N10_20,Ethiopia,10-20 HA,Percent,-81.3284405830484
ETH,Gambela Peoples,Gambela Peoples,N10_20,Ethiopia,10-20 HA,Percent,-80.55640598292291
ETH,Harari People,Harari People,N10_20,Ethiopia,10-20 HA,Percent,NA
ETH,Oromia,Oromia,N10_20,Ethiopia,10-20 HA,Percent,-54.51189533401415
ETH,Somali,Somali,N10_20,Ethiopia,10-20 HA,Percent,-79.00845110911096
ETH,"Southern Nations, Nationalities And Peoples","Southern Nations, Nationalities And Peoples",N10_20,Ethiopia,10-20 HA,Percent,-5.180400876152789
ETH,Tigray,Tigray,N10_20,Ethiopia,10-20 HA,Percent,-79.27661872482575
GAB,Gabon,Gabon,N10_20,Gabon,10-20 HA,Percent,-14.568722246573085
GHA,Ashanti,Ashanti,N10_20,Ghana,10-20 HA,Percent,-13.28901756419086
GHA,Brong Ahafo,Brong Ahafo,N10_20,Ghana,10-20 HA,Percent,-4.94845166634023
GHA,Central,Central,N10_20,Ghana,10-20 HA,Percent,-34.097939652865115
GHA,Eastern,Eastern,N10_20,Ghana,10-20 HA,Percent,-11.726195667653618
GHA,Greater Accra,Greater Accra,N10_20,Ghana,10-20 HA,Percent,-33.579278066881585
GHA,Northern,Northern,N10_20,Ghana,10-20 HA,Percent,-1.2976302823583092
GHA,Upper East,Upper East,N10_20,Ghana,10-20 HA,Percent,-18.658776751523966
GHA,Upper West,Upper West,N10_20,Ghana,10-20 HA,Percent,-0.6926289059522505
GHA,Volta,Volta,N10_20,Ghana,10-20 HA,Percent,4.820100634000197
GHA,Western,Western,N10_20,Ghana,10-20 HA,Percent,-16.976604850780674
GIN,Guinea,Guinea,N10_20,Guinea,10-20 HA,Percent,2.757663014806197
GMB,Banjul,Banjul,N10_20,Gambia,10-20 HA,Percent,NA
GMB,Lower River,Lower River,N10_20,Gambia,10-20 HA,Percent,-14.162549621857853
GMB,Maccarthy Island,Maccarthy Island,N10_20,Gambia,10-20 HA,Percent,-2.7531765726639708
GMB,North Bank,North Bank,N10_20,Gambia,10-20 HA,Percent,-11.195010569757665
GMB,Upper River,Upper River,N10_20,Gambia,10-20 HA,Percent,-7.121301711311421
GMB,Western,Western,N10_20,Gambia,10-20 HA,Percent,-11.992060464976912
GNB,Guinea-Bissau,Guinea-Bissau,N10_20,Guinea-Bissau,10-20 HA,Percent,-0.7096903032561234
GNQ,Equatorial Guinea,Equatorial Guinea,N10_20,Equatorial Guinea,10-20 HA,Percent,NA
KEN,Baringo,Baringo,N10_20,Kenya,10-20 HA,Percent,24.300607211762053
KEN,Bomet,Bomet,N10_20,Kenya,10-20 HA,Percent,14.765651500254497
KEN,Bondo,Bondo,N10_20,Kenya,10-20 HA,Percent,15.13506368081425
KEN,Bungoma,Bungoma,N10_20,Kenya,10-20 HA,Percent,16.744074706649165
KEN,Buret,Buret,N10_20,Kenya,10-20 HA,Percent,21.610470840818348
KEN,Busia,Busia,N10_20,Kenya,10-20 HA,Percent,13.476818122972443
KEN,Butere/Mumias,Butere/Mumias,N10_20,Kenya,10-20 HA,Percent,37.20241119944755
KEN,Embu,Embu,N10_20,Kenya,10-20 HA,Percent,15.078792014558212
KEN,Garissa,Garissa,N10_20,Kenya,10-20 HA,Percent,NA
KEN,Gucha,Gucha,N10_20,Kenya,10-20 HA,Percent,14.76060602439267
KEN,Homa Bay,Homa Bay,N10_20,Kenya,10-20 HA,Percent,14.31811345118296
KEN,Isiolo,Isiolo,N10_20,Kenya,10-20 HA,Percent,NA
KEN,Kajiado,Kajiado,N10_20,Kenya,10-20 HA,Percent,15.220286298414756
KEN,Kakamega,Kakamega,N10_20,Kenya,10-20 HA,Percent,17.15813704413918
KEN,Keiyo,Keiyo,N10_20,Kenya,10-20 HA,Percent,16.45858283301398
KEN,Kericho,Kericho,N10_20,Kenya,10-20 HA,Percent,10.841680363648468
KEN,Kiambu,Kiambu,N10_20,Kenya,10-20 HA,Percent,17.18675058388259
KEN,Kilifi,Kilifi,N10_20,Kenya,10-20 HA,Percent,15.202366556327663
KEN,Kirinyaga,Kirinyaga,N10_20,Kenya,10-20 HA,Percent,14.212421430784014
KEN,Kisii,Kisii,N10_20,Kenya,10-20 HA,Percent,NA
KEN,Kisumu,Kisumu,N10_20,Kenya,10-20 HA,Percent,12.851428592755504
KEN,Kitui,Kitui,N10_20,Kenya,10-20 HA,Percent,19.373002014474963
KEN,Koibatek,Koibatek,N10_20,Kenya,10-20 HA,Percent,18.91713938705122
KEN,Kuria,Kuria,N10_20,Kenya,10-20 HA,Percent,20.13384398958172
KEN,Kwale,Kwale,N10_20,Kenya,10-20 HA,Percent,27.616726517086242
KEN,Laikipia,Laikipia,N10_20,Kenya,10-20 HA,Percent,14.660227821534438
KEN,Lamu,Lamu,N10_20,Kenya,10-20 HA,Percent,14.022962544014606
KEN,Lugari,Lugari,N10_20,Kenya,10-20 HA,Percent,24.18892381994501
